  module     row crystal       theta         phi         tau        posX        posY        posZ         pDz      pTheta        pPhi        pDy1        pDx1        pDx2       pAlp1        pDy2        pDx3        pDx4       pAlp2
       #       #       #       [deg]       [deg]       [deg]        [mm]        [mm]        [mm]        [mm]       [deg]       [deg]        [mm]        [mm]        [mm]       [deg]        [mm]        [mm]        [mm]       [deg]

3	1	10	3.672	90	-359.606	-12.1552	208.34	2170.47	100	0.288832	44.6584	9.99818	10.0025	10.0016	0.393878	10.7118	10.7148	10.7138	0.393878
3	1	11	4.08	90	-359.562	-12.155	230.31	2170.5	100	0.288905	44.6278	9.99777	10.0028	10.0017	0.437781	10.7117	10.7151	10.7139	0.437781
3	1	12	4.488	90	-359.518	-12.1549	252.291	2170.52	100	0.288987	44.5981	9.99733	10.0031	10.0018	0.481729	10.7116	10.7155	10.714	0.481729
3	1	13	4.896	90	-359.474	-12.1546	274.286	2170.54	100	0.289075	44.5702	9.99684	10.0035	10.0018	0.525725	10.7116	10.7158	10.7141	0.525725
3	1	14	5.304	90	-359.43	-12.1544	296.393	2170.55	100	0.28917	44.5438	9.99631	10.0038	10.0019	0.569774	10.7115	10.7162	10.7141	0.569774
3	1	15	5.712	90	-359.386	-12.1542	318.415	2170.55	100	0.289275	44.5184	9.99573	10.0041	10.0019	0.613881	10.7114	10.7165	10.7141	0.613881
3	1	16	6.12	90	-359.342	-12.1539	340.453	2170.55	100	0.289385	44.4947	9.99511	10.0045	10.0019	0.65805	10.7113	10.7169	10.7142	0.65805
3	1	17	6.528	90	-359.298	-12.1536	362.509	2170.56	100	0.289504	44.4723	9.99445	10.0048	10.0019	0.702286	10.7112	10.7173	10.7142	0.702286
3	1	18	6.936	90	-359.253	-12.1533	384.68	2170.54	100	0.289629	44.4515	9.99374	10.0052	10.0019	0.746593	10.7111	10.7176	10.7141	0.746593
3	1	19	7.752	90	-359.165	-12.1527	407.14	2170.56	100	0.205885	89.0546	9.99213	10.0011	9.99695	0.835439	10.711	11.4254	11.4207	0.835439
3	1	20	8.568	90	-359.075	-12.1519	429.989	2170.51	100	0.206306	88.9542	9.99039	10.0013	9.99626	0.924627	10.7108	11.4257	11.4199	0.924627
3	1	21	8.976	90	-359.031	-12.1515	452.516	2170.44	100	0.290377	44.3675	9.98954	10.007	10.0015	0.96936	10.7106	10.7197	10.7137	0.96936
3	1	22	9.384	90	-358.986	-12.1511	474.818	2170.38	100	0.29055	44.3549	9.98857	10.0074	10.0014	1.01419	10.7104	10.7201	10.7136	1.01419
3	1	23	9.792	90	-358.941	-12.1507	497.046	2170.34	100	0.290731	44.3437	9.98755	10.0079	10.0012	1.05913	10.7103	10.7205	10.7134	1.05913
3	1	24	10.2	90	-358.896	-12.1502	519.301	2170.29	100	0.290919	44.3339	9.98648	10.0083	10.0011	1.10418	10.7101	10.721	10.7133	1.10418
3	1	25	10.608	90	-358.851	-12.1498	541.587	2170.25	100	0.291117	44.3253	9.98537	10.0087	10.0009	1.14934	10.71	10.7214	10.7131	1.14934
3	1	26	11.016	90	-358.805	-12.1493	563.998	2170.17	100	0.291321	44.3184	9.98421	10.0091	10.0007	1.19462	10.7098	10.7219	10.7129	1.19462
3	1	27	11.424	90	-358.76	-12.1488	586.339	2170.11	100	0.291535	44.3125	9.98301	10.0095	10.0005	1.24002	10.7097	10.7223	10.7126	1.24002
3	1	28	11.832	90	-358.714	-12.1482	608.713	2170.04	100	0.291756	44.3085	9.98176	10.01	10.0002	1.28556	10.7095	10.7228	10.7124	1.28556
3	1	29	12.24	90	-358.669	-12.1477	631.123	2169.98	100	0.291987	44.3054	9.98046	10.0104	9.99999	1.33123	10.7093	10.7233	10.7121	1.33123
3	1	30	13.056	90	-358.577	-12.1465	654.033	2169.88	100	0.209417	88.3926	9.97752	10.0031	9.99118	1.42299	10.7091	11.4278	11.4141	1.42299
3	1	31	13.464	90	-358.531	-12.1459	676.88	2169.71	100	0.292729	44.3047	9.97628	10.0118	9.99911	1.46909	10.7087	10.7248	10.7112	1.46909
3	1	32	13.872	90	-358.485	-12.1453	699.427	2169.61	100	0.292992	44.3075	9.97478	10.0123	9.99877	1.51535	10.7085	10.7253	10.7108	1.51535
3	1	33	14.28	90	-358.438	-12.1446	722.018	2169.54	100	0.293266	44.3113	9.97324	10.0128	9.99842	1.56177	10.7083	10.7258	10.7104	1.56177
3	1	34	14.688	90	-358.392	-12.1439	744.74	2169.41	100	0.293549	44.3165	9.97165	10.0133	9.99805	1.60835	10.7081	10.7263	10.71	1.60835
3	1	35	15.096	90	-358.345	-12.1432	767.405	2169.3	100	0.293839	44.3235	9.97001	10.0138	9.99766	1.65511	10.7078	10.7269	10.7096	1.65511
3	1	36	15.504	90	-358.298	-12.1425	790.113	2169.18	100	0.29414	44.3314	9.96832	10.0143	9.99724	1.70205	10.7076	10.7274	10.7092	1.70205
3	1	37	15.912	90	-358.251	-12.1418	812.872	2169.09	100	0.29445	44.3407	9.96657	10.0148	9.99681	1.74917	10.7073	10.728	10.7087	1.74917
3	1	38	16.32	90	-358.204	-12.141	835.763	2168.93	100	0.294768	44.3517	9.96478	10.0154	9.99635	1.79647	10.7071	10.7286	10.7082	1.79647
3	1	39	16.728	90	-358.156	-12.1402	858.604	2168.8	100	0.295096	44.3639	9.96293	10.0159	9.99588	1.84398	10.7068	10.7291	10.7077	1.84398
3	1	40	17.136	90	-358.108	-12.1394	881.493	2168.67	100	0.295433	44.3775	9.96103	10.0164	9.99538	1.89168	10.7065	10.7297	10.7072	1.89168
3	2	40	17.1407	91.323	-1.38449	-34.1431	881.478	2168.74	100	0.295279	46.3005	9.96681	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	39	16.7328	91.3573	-1.41725	-34.1449	858.59	2168.88	100	0.294944	46.2385	9.96843	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	38	16.325	91.3932	-1.45166	-34.1466	835.75	2169.01	100	0.294621	46.1778	9.96999	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	37	15.9171	91.4308	-1.48787	-34.1484	812.858	2169.16	100	0.294305	46.119	9.97152	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	36	15.5092	91.4705	-1.52601	-34.1498	790.1	2169.25	100	0.294	46.0617	9.973	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	35	15.1014	91.5122	-1.56624	-34.1514	767.393	2169.37	100	0.293703	46.0057	9.97444	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	34	14.6935	91.5561	-1.60872	-34.1529	744.728	2169.48	100	0.293416	45.9519	9.97584	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	33	14.2857	91.6026	-1.65366	-34.1545	722.006	2169.61	100	0.293137	45.899	9.97719	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	32	13.8779	91.6516	-1.70128	-34.1557	699.415	2169.68	100	0.292868	45.8478	9.9785	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	31	13.4701	91.7036	-1.7518	-34.157	676.869	2169.78	100	0.292607	45.7984	9.97977	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	30	13.0623	91.7588	-1.80552	-34.1588	654.012	2169.95	100	0.209416	90.0001	9.981	9.99998	9.99998	0	10.712	11.4242	11.4242	0
3	2	29	12.2467	91.88	-1.92378	-34.1607	631.112	2170.06	100	0.291876	45.6587	9.98333	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	28	11.8389	91.9468	-1.98906	-34.1617	608.702	2170.11	100	0.291651	45.6152	9.98443	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	27	11.4312	92.0182	-2.05905	-34.1627	586.33	2170.18	100	0.291433	45.5732	9.9855	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	26	11.0235	92.0949	-2.13425	-34.1637	563.988	2170.24	100	0.291222	45.5327	9.98653	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	25	10.6158	92.1774	-2.21526	-34.1647	541.578	2170.32	100	0.29102	45.4939	9.98751	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	24	10.2081	92.2664	-2.30279	-34.1655	519.292	2170.36	100	0.290827	45.4562	9.98846	9.99999	9.99999	0	10.712	10.7121	10.7121	0
3	2	23	9.80041	92.3627	-2.39763	-34.1663	497.037	2170.41	100	0.290643	45.4203	9.98937	9.99999	9.99999	0	10.712	10.7121	10.7121	0
