    module	       row	   crystal	     theta	       phi	       tau	      posX	      posY	      posZ	       pDz	    pTheta	      pPhi	      pDy1	      pDx1	      pDx2	     pAlp1	      pDy2	      pDx3	      pDx4	     pAlp2
         #	         #	         #	     [deg]	     [deg]	     [deg]	      [mm]	      [mm]	      [mm]	      [mm]	     [deg]	     [deg]	      [mm]	      [mm]	      [mm]	     [deg]	      [mm]	      [mm]	      [mm]	     [deg]
         1	        51	         1	        90	   99.3079	        90	  -125.982	   762.518	   15.4182	      0.02	   3.36832	    161.49	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         2	        90	   97.0897	        90	  -96.3824	   766.821	   15.4182	      0.02	   3.39629	   161.648	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         3	        90	   94.8713	        90	  -66.6378	   769.976	   15.4182	      0.02	   3.42415	   161.803	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         4	        90	    92.653	        90	  -36.7926	   771.977	   15.4182	      0.02	   3.45208	   161.956	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         5	        90	   90.4345	        90	  -6.89155	   772.822	   15.4182	      0.02	   3.47989	   162.105	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         6	        90	   88.2161	        90	   23.0206	    772.51	   15.4182	      0.02	   3.50776	   162.253	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         7	        90	   85.9975	        90	   52.8989	    771.04	   15.4182	      0.02	    3.5355	   162.397	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         8	        90	   83.7789	        90	   82.6988	   768.414	   15.4182	      0.02	    3.5633	   162.539	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	         9	        90	   81.5602	        90	   112.376	   764.638	   15.4182	      0.02	   3.59097	   162.678	        10	         5	         5	         0	        10	         5	         5	         0
         1	        51	        10	        90	   80.0424	        90	   141.897	   759.713	   15.4182	      0.02	   4.29761	   165.591	        10	         5	         5	 0.0293717	        10	         5	         5	 0.0293717
         1	        52	         1	   87.8603	   99.3068	    90.024	  -125.982	   762.625	   45.1112	      0.02	   3.36322	   161.427	        10	         5	         5	  0.143382	        10	         5	         5	  0.143382
         1	        52	         2	   87.8603	   97.0885	   90.0243	  -96.3784	   766.927	   45.1112	      0.02	   3.39113	   161.586	        10	         5	         5	  0.144706	        10	         5	         5	  0.144706
         1	        52	         3	   87.8603	   94.8702	   90.0245	  -66.6295	   770.082	   45.1112	      0.02	   3.41894	   161.741	        10	         5	         5	  0.146029	        10	         5	         5	  0.146029
         1	        52	         4	   87.8603	   92.6518	   90.0247	    -36.78	   772.084	   45.1112	      0.02	   3.44681	   161.894	        10	         5	         5	   0.14735	        10	         5	         5	   0.14735
         1	        52	         5	   87.8603	   90.4334	   90.0249	  -6.87474	   772.928	   45.1112	      0.02	   3.47456	   162.043	        10	         5	         5	  0.148668	        10	         5	         5	  0.148668
         1	        52	         6	   87.8603	   88.2149	   90.0251	   23.0416	   772.614	   45.1112	      0.02	   3.50237	   162.191	        10	         5	         5	  0.149983	        10	         5	         5	  0.149983
         1	        52	         7	   87.8603	   85.9963	   90.0254	   52.9243	   771.144	   45.1112	      0.02	   3.53006	   162.335	        10	         5	         5	  0.151296	        10	         5	         5	  0.151296
         1	        52	         8	   87.8603	   83.7778	   90.0256	   82.7283	   768.517	   45.1112	      0.02	   3.55781	   162.478	        10	         5	         5	  0.152607	        10	         5	         5	  0.152607
         1	        52	         9	   87.8603	    81.559	   90.0258	   112.409	    764.74	   45.1112	      0.02	   3.58542	   162.617	        10	         5	         5	  0.153915	        10	         5	         5	  0.153915
         1	        52	        10	   87.8603	   79.3404	    90.026	    141.93	   759.813	   45.1112	      0.02	   3.61189	   162.748	        10	         5	         5	  0.119301	        10	         5	         5	  0.119301
         1	        53	         1	   85.7207	   99.3064	   90.0477	  -125.945	   762.443	   74.8383	      0.02	   3.35463	   161.345	        10	         5	         5	  0.286162	        10	         5	         5	  0.286162
         1	        53	         2	   85.7207	   97.0882	   90.0481	  -96.3476	   766.745	   74.8383	      0.02	   3.38244	   161.504	        10	         5	         5	  0.288805	        10	         5	         5	  0.288805
         1	        53	         3	   85.7207	   94.8698	   90.0485	  -66.6056	   769.899	   74.8383	      0.02	   3.41016	   161.659	        10	         5	         5	  0.291445	        10	         5	         5	  0.291445
         1	        53	         4	   85.7207	   92.6515	    90.049	  -36.7631	   771.899	   74.8383	      0.02	   3.43794	   161.812	        10	         5	         5	  0.294081	        10	         5	         5	  0.294081
         1	        53	         5	   85.7207	    90.433	   90.0494	   -6.8649	   772.743	   74.8383	      0.02	    3.4656	   161.962	        10	         5	         5	  0.296711	        10	         5	         5	  0.296711
         1	        53	         6	   85.7207	   88.2145	   90.0499	   23.0444	    772.43	   74.8383	      0.02	   3.49332	    162.11	        10	         5	         5	  0.299337	        10	         5	         5	  0.299337
         1	        53	         7	   85.7207	   85.9959	   90.0503	   52.9199	   770.959	   74.8383	      0.02	   3.52092	   162.255	        10	         5	         5	  0.301958	        10	         5	         5	  0.301958
         1	        53	         8	   85.7207	   83.7774	   90.0507	   82.7169	   768.332	   74.8383	      0.02	   3.54858	   162.397	        10	         5	         5	  0.304573	        10	         5	         5	  0.304573
         1	        53	         9	   85.7207	   81.5587	   90.0512	   112.391	   764.555	   74.8383	      0.02	    3.5761	   162.537	        10	         5	         5	  0.307183	        10	         5	         5	  0.307183
         1	        53	        10	   85.7206	     79.34	   90.0516	   141.896	   759.632	   74.8383	      0.02	   3.60369	   162.675	        10	         5	         5	  0.309789	        10	         5	         5	  0.309789
         1	        54	         1	    83.581	   99.3068	   90.0708	  -125.869	   761.978	   104.614	      0.02	   3.34255	   161.243	        10	         5	         5	  0.428144	        10	         5	         5	  0.428144
         1	        54	         2	    83.581	   97.0886	   90.0714	  -96.2899	   766.277	   104.614	      0.02	   3.37024	   161.402	        10	         5	         5	  0.432098	        10	         5	         5	  0.432098
         1	        54	         3	    83.581	   94.8702	   90.0721	  -66.5662	   769.429	   104.614	      0.02	   3.39783	   161.558	        10	         5	         5	  0.436049	        10	         5	         5	  0.436049
         1	        54	         4	    83.581	   92.6519	   90.0727	   -36.742	   771.427	   104.615	      0.02	   3.42549	   161.712	        10	         5	         5	  0.439992	        10	         5	         5	  0.439992
         1	        54	         5	    83.581	   90.4334	   90.0734	  -6.86205	   772.271	   104.615	      0.02	   3.45302	   161.862	        10	         5	         5	  0.443927	        10	         5	         5	  0.443927
         1	        54	         6	    83.581	    88.215	    90.074	   23.0289	   771.957	   104.615	      0.02	   3.48062	    162.01	        10	         5	         5	  0.447856	        10	         5	         5	  0.447856
         1	        54	         7	    83.581	   85.9964	   90.0747	   52.8862	   770.488	   104.615	      0.02	   3.50809	   162.155	        10	         5	         5	  0.451776	        10	         5	         5	  0.451776
         1	        54	         8	    83.581	   83.7778	   90.0753	    82.665	   767.863	   104.615	      0.02	   3.53562	   162.298	        10	         5	         5	  0.455689	        10	         5	         5	  0.455689
         1	        54	         9	    83.581	   81.5591	    90.076	   112.321	   764.088	   104.615	      0.02	   3.56302	   162.438	        10	         5	         5	  0.459595	        10	         5	         5	  0.459595
         1	        54	        10	    83.581	   79.3404	   90.0766	   141.809	   759.168	   104.615	      0.02	   3.59049	   162.576	        10	         5	         5	  0.463492	        10	         5	         5	  0.463492
         1	        55	         1	   81.4413	    99.308	   90.0932	  -125.756	   761.227	   134.572	      0.02	   3.32701	    161.12	        10	         5	         5	  0.569134	        10	         5	         5	  0.569134
         1	        55	         2	   81.4413	   97.0898	   90.0941	  -96.2057	   765.522	   134.572	      0.02	   3.35453	    161.28	        10	         5	         5	  0.574391	        10	         5	         5	  0.574391
         1	        55	         3	   81.4413	   94.8714	    90.095	  -66.5113	   768.671	   134.572	      0.02	   3.38197	   161.437	        10	         5	         5	  0.579642	        10	         5	         5	  0.579642
         1	        55	         4	   81.4413	   92.6531	   90.0958	  -36.7167	   770.668	   134.573	      0.02	   3.40946	   161.591	        10	         5	         5	  0.584884	        10	         5	         5	  0.584884
         1	        55	         5	   81.4413	   90.4346	   90.0967	  -6.86617	   771.512	   134.573	      0.02	   3.43683	   161.742	        10	         5	         5	  0.590115	        10	         5	         5	  0.590115
         1	        55	         6	   81.4413	   88.2162	   90.0975	   22.9953	   771.199	   134.573	      0.02	   3.46427	    161.89	        10	         5	         5	  0.595337	        10	         5	         5	  0.595337
         1	        55	         7	   81.4413	   85.9976	   90.0984	   52.8231	   769.731	   134.573	      0.02	   3.49158	   162.036	        10	         5	         5	  0.600548	        10	         5	         5	  0.600548
         1	        55	         8	   81.4413	    83.779	   90.0992	   82.5725	   767.109	   134.573	      0.02	   3.51895	    162.18	        10	         5	         5	   0.60575	        10	         5	         5	   0.60575
         1	        55	         9	   81.4413	   81.5603	   90.1001	   112.199	   763.338	   134.573	      0.02	   3.54619	    162.32	        10	         5	         5	  0.610941	        10	         5	         5	  0.610941
         1	        55	        10	   81.4413	   79.3417	   90.1009	   141.659	   758.424	   134.573	      0.02	    3.5735	   162.459	        10	         5	         5	  0.616122	        10	         5	         5	  0.616122
         1	        56	         1	   79.3017	   99.3099	    90.115	  -125.606	   760.199	   164.496	      0.02	   3.30801	   160.977	        10	         5	         5	  0.708943	        10	         5	         5	  0.708943
         1	        56	         2	   79.3017	   97.0917	    90.116	   -96.096	    764.49	   164.496	      0.02	   3.33533	   161.138	        10	         5	         5	  0.715491	        10	         5	         5	  0.715491
         1	        56	         3	   79.3016	   94.8734	   90.1171	  -66.4419	   767.635	   164.496	      0.02	   3.36257	   161.295	        10	         5	         5	  0.722032	        10	         5	         5	  0.722032
         1	        56	         4	   79.3016	    92.655	   90.1182	  -36.6875	    769.63	   164.496	      0.02	   3.38986	    161.45	        10	         5	         5	  0.728561	        10	         5	         5	  0.728561
         1	        56	         5	   79.3016	   90.4366	   90.1192	  -6.87731	   770.474	   164.496	      0.02	   3.41704	   161.602	        10	         5	         5	  0.735077	        10	         5	         5	  0.735077
         1	        56	         6	   79.3016	   88.2182	   90.1203	   22.9439	   770.162	   164.496	      0.02	   3.44428	   161.751	        10	         5	         5	  0.741581	        10	         5	         5	  0.741581
         1	        56	         7	   79.3016	   85.9996	   90.1213	   52.7315	   768.697	   164.496	      0.02	    3.4714	   161.897	        10	         5	         5	  0.748073	        10	         5	         5	  0.748073
         1	        56	         8	   79.3016	   83.7811	   90.1224	   82.4407	    766.08	   164.496	      0.02	   3.49858	   162.042	        10	         5	         5	  0.754552	        10	         5	         5	  0.754552
         1	        56	         9	   79.3016	   81.5624	   90.1234	   112.027	   762.315	   164.496	      0.02	   3.52563	   162.183	        10	         5	         5	  0.761018	        10	         5	         5	  0.761018
         1	        56	        10	   79.3016	   79.3437	   90.1245	   141.446	   757.407	   164.496	      0.02	   3.55274	   162.322	        10	         5	         5	  0.767472	        10	         5	         5	  0.767472
         1	        57	         1	    77.162	   99.3126	   90.1359	   -125.42	     758.9	   194.523	      0.02	   3.28556	   160.813	        10	         5	         5	  0.847382	        10	         5	         5	  0.847382
         1	        57	         2	    77.162	   97.0944	   90.1371	  -95.9612	   763.183	   194.523	      0.02	   3.31266	   160.974	        10	         5	         5	  0.855209	        10	         5	         5	  0.855209
         1	        57	         3	    77.162	   94.8761	   90.1384	  -66.3578	   766.325	   194.523	      0.02	   3.33966	   161.132	        10	         5	         5	  0.863027	        10	         5	         5	  0.863027
         1	        57	         4	    77.162	   92.6578	   90.1396	  -36.6545	   768.318	   194.523	      0.02	   3.36672	   161.288	        10	         5	         5	   0.87083	        10	         5	         5	   0.87083
         1	        57	         5	   77.1619	   90.4394	   90.1409	  -6.89543	   769.161	   194.523	      0.02	   3.39367	   161.441	        10	         5	         5	  0.878619	        10	         5	         5	  0.878619
         1	        57	         6	   77.1619	    88.221	   90.1421	   22.8747	   768.852	   194.523	      0.02	   3.42068	   161.591	        10	         5	         5	  0.886393	        10	         5	         5	  0.886393
         1	        57	         7	   77.1619	   86.0024	   90.1434	   52.6113	    767.39	   194.523	      0.02	   3.44757	   161.738	        10	         5	         5	  0.894152	        10	         5	         5	  0.894152
         1	        57	         8	   77.1619	   83.7839	   90.1446	   82.2699	   764.778	   194.523	      0.02	   3.47452	   161.883	        10	         5	         5	  0.901896	        10	         5	         5	  0.901896
         1	        57	         9	   77.1619	   81.5652	   90.1459	   111.806	   761.021	   194.523	      0.02	   3.50134	   162.025	        10	         5	         5	  0.909625	        10	         5	         5	  0.909625
         1	        57	        10	   77.1619	   79.3466	   90.1471	   141.175	   756.123	   194.523	      0.02	   3.52822	   162.165	        10	         5	         5	  0.917338	        10	         5	         5	  0.917338
         1	        58	         1	   75.0223	    99.316	   90.1558	  -125.199	   757.334	   224.672	      0.02	   3.25969	   160.626	        10	         5	         5	  0.984269	        10	         5	         5	  0.984269
         1	        58	         2	   75.0223	   97.0978	   90.1572	  -95.8017	    761.61	   224.672	      0.02	   3.28651	   160.789	        10	         5	         5	   0.99336	        10	         5	         5	   0.99336
         1	        58	         3	   75.0223	   94.8796	   90.1587	  -66.2599	   764.747	   224.672	      0.02	   3.31325	   160.948	        10	         5	         5	   1.00244	        10	         5	         5	   1.00244
         1	        58	         4	   75.0223	   92.6613	   90.1601	   -36.618	   766.737	   224.672	      0.02	   3.34005	   161.105	        10	         5	         5	    1.0115	        10	         5	         5	    1.0115
         1	        58	         5	   75.0223	   90.4429	   90.1616	  -6.92049	    767.58	   224.672	      0.02	   3.36673	   161.259	        10	         5	         5	   1.02055	        10	         5	         5	   1.02055
         1	        58	         6	   75.0222	   88.2245	    90.163	   22.7881	   767.272	   224.672	      0.02	   3.39347	    161.41	        10	         5	         5	   1.02958	        10	         5	         5	   1.02958
         1	        58	         7	   75.0222	    86.006	   90.1644	   52.4633	   765.815	   224.672	      0.02	    3.4201	   161.558	        10	         5	         5	   1.03859	        10	         5	         5	   1.03859
         1	        58	         8	   75.0222	   83.7876	   90.1658	   82.0607	    763.21	   224.672	      0.02	   3.44678	   161.704	        10	         5	         5	   1.04759	        10	         5	         5	   1.04759
         1	        58	         9	   75.0222	   81.5689	   90.1673	   111.536	   759.463	   224.672	      0.02	   3.47335	   161.847	        10	         5	         5	   1.05656	        10	         5	         5	   1.05656
         1	        58	        10	   75.0222	   79.3503	   90.1687	   140.845	   754.576	   224.672	      0.02	   3.49996	   161.988	        10	         5	         5	   1.06552	        10	         5	         5	   1.06552
         1	        59	         1	   72.8826	   99.3202	   90.1747	  -124.945	   755.503	   255.085	      0.02	    3.2304	   160.417	        10	         5	         5	   1.11942	        10	         5	         5	   1.11942
         1	        59	         2	   72.8826	    97.102	   90.1763	  -95.6181	   759.772	   255.085	      0.02	   3.25692	   160.581	        10	         5	         5	   1.12976	        10	         5	         5	   1.12976
         1	        59	         3	   72.8826	   94.8838	    90.178	  -66.1479	   762.903	   255.085	      0.02	   3.28336	   160.741	        10	         5	         5	   1.14009	        10	         5	         5	   1.14009
         1	        59	         4	   72.8826	   92.6656	   90.1796	  -36.5779	   764.889	   255.085	      0.02	   3.30985	   160.899	        10	         5	         5	    1.1504	        10	         5	         5	    1.1504
         1	        59	         5	   72.8825	   90.4472	   90.1812	  -6.95243	   765.732	   255.085	      0.02	   3.33624	   161.054	        10	         5	         5	   1.16068	        10	         5	         5	   1.16068
         1	        59	         6	   72.8825	   88.2289	   90.1828	   22.6843	   765.427	   255.085	      0.02	   3.36268	   161.207	        10	         5	         5	   1.17095	        10	         5	         5	   1.17095
         1	        59	         7	   72.8825	   86.0104	   90.1844	   52.2878	   763.976	   255.085	      0.02	   3.38901	   161.356	        10	         5	         5	    1.1812	        10	         5	         5	    1.1812
         1	        59	         8	   72.8825	    83.792	    90.186	   81.8137	   761.379	   255.085	      0.02	   3.41539	   161.503	        10	         5	         5	   1.19143	        10	         5	         5	   1.19143
         1	        59	         9	   72.8825	   81.5734	   90.1876	   111.218	   757.642	   255.085	      0.02	   3.44166	   161.647	        10	         5	         5	   1.20164	        10	         5	         5	   1.20164
         1	        59	        10	   72.8825	   79.3548	   90.1892	   140.457	    752.77	   255.085	      0.02	   3.46798	    161.79	        10	         5	         5	   1.21183	        10	         5	         5	   1.21183
         1	        60	         1	   70.7429	   99.3251	   90.1925	  -124.657	   753.425	   285.554	      0.02	   3.19772	   160.184	        10	         5	         5	   1.25267	        10	         5	         5	   1.25267
         1	        60	         2	   70.7429	    97.107	   90.1943	  -95.4122	   757.684	   285.554	      0.02	    3.2239	   160.349	        10	         5	         5	   1.26424	        10	         5	         5	   1.26424
         1	        60	         3	   70.7429	   94.8888	   90.1961	  -66.0234	   760.807	   285.554	      0.02	   3.25001	   160.511	        10	         5	         5	   1.27579	        10	         5	         5	   1.27579
         1	        60	         4	   70.7428	   92.6707	   90.1978	  -36.5351	   762.792	   285.554	      0.02	   3.27616	    160.67	        10	         5	         5	   1.28733	        10	         5	         5	   1.28733
         1	        60	         5	   70.7428	   90.4523	   90.1996	  -6.99124	   763.635	   285.554	      0.02	   3.30221	   160.826	        10	         5	         5	   1.29884	        10	         5	         5	   1.29884
         1	        60	         6	   70.7428	   88.2341	   90.2014	   22.5638	   763.333	   285.554	      0.02	   3.32832	    160.98	        10	         5	         5	   1.31033	        10	         5	         5	   1.31033
         1	        60	         7	   70.7428	   86.0156	   90.2031	   52.0858	   761.887	   285.554	      0.02	   3.35432	   161.131	        10	         5	         5	    1.3218	        10	         5	         5	    1.3218
         1	        60	         8	   70.7428	   83.7972	   90.2049	   81.5306	     759.3	   285.554	      0.02	   3.38037	   161.279	        10	         5	         5	   1.33324	        10	         5	         5	   1.33324
         1	        60	         9	   70.7428	   81.5787	   90.2067	   110.854	   755.576	   285.554	      0.02	   3.40631	   161.425	        10	         5	         5	   1.34467	        10	         5	         5	   1.34467
         1	        60	        10	   70.7428	   79.3602	   90.2084	   140.012	   750.719	   285.554	      0.02	    3.4323	   161.568	        10	         5	         5	   1.35607	        10	         5	         5	   1.35607
         1	        61	         1	   68.6032	   99.3308	   90.2091	  -124.339	   751.103	   316.224	      0.02	   3.16167	   159.925	        10	         5	         5	   1.38383	        10	         5	         5	   1.38383
         1	        61	         2	   68.6031	   97.1128	    90.211	  -95.1842	   755.351	   316.224	      0.02	   3.18748	   160.092	        10	         5	         5	   1.39661	        10	         5	         5	   1.39661
         1	        61	         3	   68.6031	   94.8946	   90.2129	  -65.8864	   758.469	   316.224	      0.02	   3.21321	   160.255	        10	         5	         5	   1.40938	        10	         5	         5	   1.40938
         1	        61	         4	   68.6031	   92.6765	   90.2148	  -36.4893	   760.449	   316.224	      0.02	   3.23899	   160.416	        10	         5	         5	   1.42212	        10	         5	         5	   1.42212
         1	        61	         5	   68.6031	   90.4582	   90.2168	  -7.03686	   761.291	   316.224	      0.02	   3.26468	   160.574	        10	         5	         5	   1.43483	        10	         5	         5	   1.43483
         1	        61	         6	   68.6031	     88.24	   90.2187	   22.4269	   760.992	   316.224	      0.02	   3.29041	   160.729	        10	         5	         5	   1.44753	        10	         5	         5	   1.44753
         1	        61	         7	   68.6031	   86.0216	   90.2206	   51.8579	   759.554	   316.224	      0.02	   3.31604	   160.882	        10	         5	         5	    1.4602	        10	         5	         5	    1.4602
         1	        61	         8	   68.6031	   83.8033	   90.2225	   81.2119	   756.979	   316.224	      0.02	   3.34173	   161.032	        10	         5	         5	   1.47284	        10	         5	         5	   1.47284
         1	        61	         9	   68.6031	   81.5848	   90.2244	   110.445	   753.268	   316.224	      0.02	    3.3673	   161.179	        10	         5	         5	   1.48546	        10	         5	         5	   1.48546
         1	        61	        10	    68.603	   79.3663	   90.2263	   139.513	   748.429	   316.224	      0.02	   3.39292	   161.323	        10	         5	         5	   1.49805	        10	         5	         5	   1.49805
         1	        62	         1	   66.4634	   99.3372	   90.2243	   -123.99	   748.546	    347.13	      0.02	   3.12227	   159.639	        10	         5	         5	   1.51275	        10	         5	         5	   1.51275
         1	        62	         2	   66.4634	   97.1193	   90.2264	  -94.9351	   752.782	    347.13	      0.02	   3.14767	   159.808	        10	         5	         5	   1.52671	        10	         5	         5	   1.52671
         1	        62	         3	   66.4634	   94.9012	   90.2285	  -65.7378	   755.891	    347.13	      0.02	     3.173	   159.973	        10	         5	         5	   1.54067	        10	         5	         5	   1.54067
         1	        62	         4	   66.4634	   92.6831	   90.2305	  -36.4411	   757.868	    347.13	      0.02	   3.19837	   160.136	        10	         5	         5	    1.5546	        10	         5	         5	    1.5546
         1	        62	         5	   66.4634	   90.4649	   90.2326	  -7.08916	    758.71	    347.13	      0.02	   3.22365	   160.295	        10	         5	         5	    1.5685	        10	         5	         5	    1.5685
         1	        62	         6	   66.4634	   88.2467	   90.2346	   22.2742	   758.416	    347.13	      0.02	   3.24898	   160.453	        10	         5	         5	   1.58237	        10	         5	         5	   1.58237
         1	        62	         7	   66.4633	   86.0284	   90.2367	   51.6048	   756.985	    347.13	      0.02	   3.27421	   160.607	        10	         5	         5	   1.59622	        10	         5	         5	   1.59622
         1	        62	         8	   66.4633	   83.8101	   90.2388	    80.859	   754.421	    347.13	      0.02	   3.29949	   160.758	        10	         5	         5	   1.61004	        10	         5	         5	   1.61004
         1	        62	         9	   66.4633	   81.5917	   90.2408	   109.993	   750.727	    347.13	      0.02	   3.32467	   160.907	        10	         5	         5	   1.62383	        10	         5	         5	   1.62383
         1	        62	        10	   66.4633	   79.3733	   90.2428	   138.963	   745.908	    347.13	      0.02	   3.34989	   161.053	        10	         5	         5	    1.6376	        10	         5	         5	    1.6376
         1	        63	         1	   64.3236	    99.355	   90.2336	  -123.622	    745.89	   379.146	      0.02	   3.02421	   163.333	        10	         5	         5	   1.63926	        10	         5	         5	   1.63926
         1	        63	         2	   64.3236	   97.1372	   90.2358	  -94.6712	   750.114	   379.146	      0.02	   3.04989	   163.475	        10	         5	         5	    1.6544	        10	         5	         5	    1.6544
         1	        63	         3	   64.3236	   94.9193	    90.238	  -65.5778	   753.214	   379.147	      0.02	   3.07549	   163.613	        10	         5	         5	   1.66952	        10	         5	         5	   1.66952
         1	        63	         4	   64.3236	   92.7014	   90.2401	  -36.3855	   755.188	   379.147	      0.02	   3.10112	   163.749	        10	         5	         5	   1.68461	        10	         5	         5	   1.68461
         1	        63	         5	   64.3236	   90.4833	   90.2423	  -7.13793	   756.029	   379.147	      0.02	   3.12666	   163.882	        10	         5	         5	   1.69968	        10	         5	         5	   1.69968
         1	        63	         6	   64.3236	   88.2653	   90.2444	   22.1211	   755.739	   379.147	      0.02	   3.15223	   164.014	        10	         5	         5	   1.71471	        10	         5	         5	   1.71471
         1	        63	         7	   64.3236	   86.0472	   90.2465	   51.3476	   754.317	   379.147	      0.02	    3.1777	   164.142	        10	         5	         5	   1.72972	        10	         5	         5	   1.72972
         1	        63	         8	   64.3236	    83.829	   90.2487	   80.4981	   751.764	   379.147	      0.02	   3.20321	   164.269	        10	         5	         5	   1.74469	        10	         5	         5	   1.74469
         1	        63	         9	   64.3235	   81.6108	   90.2508	   109.529	   748.086	   379.147	      0.02	    3.2286	   164.393	        10	         5	         5	   1.75964	        10	         5	         5	   1.75964
         1	        63	        10	   64.3235	   79.3925	   90.2529	   138.396	   743.286	   379.147	      0.02	   3.25404	   164.515	        10	         5	         5	   1.77456	        10	         5	         5	   1.77456
         1	        64	         1	   62.6238	    99.361	   90.2434	  -123.256	   743.247	   409.725	      0.02	   2.98706	   163.107	        10	         5	         5	   1.73793	        10	         5	         5	   1.73793
         1	        64	         2	   62.6238	   97.1433	   90.2457	  -94.4079	   747.459	   409.725	      0.02	   3.01237	   163.249	        10	         5	         5	   1.75398	        10	         5	         5	   1.75398
         1	        64	         3	   62.6238	   94.9254	   90.2479	  -65.4181	   750.551	   409.726	      0.02	    3.0376	   163.389	        10	         5	         5	   1.77001	        10	         5	         5	   1.77001
         1	        64	         4	   62.6238	   92.7076	   90.2502	  -36.3296	    752.52	   409.726	      0.02	   3.06286	   163.527	        10	         5	         5	   1.78601	        10	         5	         5	   1.78601
         1	        64	         5	   62.6238	   90.4896	   90.2524	  -7.18603	   753.362	   409.726	      0.02	   3.08803	   163.662	        10	         5	         5	   1.80197	        10	         5	         5	   1.80197
         1	        64	         6	   62.6238	   88.2717	   90.2546	    21.969	   753.076	   409.726	      0.02	   3.11324	   163.795	        10	         5	         5	   1.81791	        10	         5	         5	   1.81791
         1	        64	         7	   62.6238	   86.0536	   90.2569	   51.0921	   751.661	   409.726	      0.02	   3.13834	   163.925	        10	         5	         5	   1.83382	        10	         5	         5	   1.83382
         1	        64	         8	   62.6237	   83.8355	   90.2591	   80.1393	   749.121	   409.726	      0.02	   3.16348	   164.053	        10	         5	         5	    1.8497	        10	         5	         5	    1.8497
         1	        64	         9	   62.6237	   81.6173	   90.2613	   109.067	   745.458	   409.726	      0.02	   3.18851	   164.178	        10	         5	         5	   1.86554	        10	         5	         5	   1.86554
         1	        64	        10	   62.6237	   79.3991	   90.2635	   137.832	   740.679	   409.726	      0.02	   3.21358	   164.301	        10	         5	         5	   1.88136	        10	         5	         5	   1.88136
         1	        65	         1	    60.924	   99.3676	   90.2523	   -122.87	   740.454	   440.561	      0.02	   2.94776	   162.863	        10	         5	         5	   1.83489	        10	         5	         5	   1.83489
         1	        65	         2	    60.924	   97.1499	   90.2546	  -94.1308	   744.653	   440.561	      0.02	   2.97268	   163.007	        10	         5	         5	   1.85184	        10	         5	         5	   1.85184
         1	        65	         3	    60.924	   94.9321	    90.257	  -65.2505	   747.738	   440.561	      0.02	   2.99751	   163.149	        10	         5	         5	   1.86876	        10	         5	         5	   1.86876
         1	        65	         4	    60.924	   92.7143	   90.2593	  -36.2718	   749.701	   440.561	      0.02	   3.02239	   163.288	        10	         5	         5	   1.88565	        10	         5	         5	   1.88565
         1	        65	         5	   60.9239	   90.4964	   90.2616	  -7.23795	   750.543	   440.561	      0.02	   3.04717	   163.425	        10	         5	         5	   1.90251	        10	         5	         5	   1.90251
         1	        65	         6	   60.9239	   88.2785	   90.2639	   21.8074	    750.26	   440.561	      0.02	   3.07198	   163.559	        10	         5	         5	   1.91934	        10	         5	         5	   1.91934
         1	        65	         7	   60.9239	   86.0604	   90.2663	    50.821	   748.855	   440.561	      0.02	    3.0967	   163.691	        10	         5	         5	   1.93613	        10	         5	         5	   1.93613
         1	        65	         8	   60.9239	   83.8424	   90.2686	   79.7591	   746.327	   440.561	      0.02	   3.12145	    163.82	        10	         5	         5	   1.95289	        10	         5	         5	   1.95289
         1	        65	         9	   60.9239	   81.6243	   90.2709	   108.579	   742.681	   440.561	      0.02	    3.1461	   163.947	        10	         5	         5	   1.96962	        10	         5	         5	   1.96962
         1	        65	        10	   60.9239	   79.4061	   90.2732	   137.236	   737.923	   440.561	      0.02	   3.17078	   164.072	        10	         5	         5	   1.98632	        10	         5	         5	   1.98632
         1	        66	         1	   59.2242	   99.3746	   90.2603	  -122.465	    737.52	   471.686	      0.02	   2.90634	     162.6	        10	         5	         5	   1.93008	        10	         5	         5	   1.93008
         1	        66	         2	   59.2241	   97.1569	   90.2627	  -93.8409	   741.706	   471.686	      0.02	   2.93083	   162.747	        10	         5	         5	    1.9479	        10	         5	         5	    1.9479
         1	        66	         3	   59.2241	   94.9392	   90.2651	  -65.0757	   744.781	   471.686	      0.02	   2.95526	    162.89	        10	         5	         5	    1.9657	        10	         5	         5	    1.9657
         1	        66	         4	   59.2241	   92.7215	   90.2675	  -36.2121	    746.74	   471.686	      0.02	   2.97972	   163.032	        10	         5	         5	   1.98347	        10	         5	         5	   1.98347
         1	        66	         5	   59.2241	   90.5036	   90.2699	  -7.29366	   747.582	   471.686	      0.02	   3.00409	    163.17	        10	         5	         5	    2.0012	        10	         5	         5	    2.0012
         1	        66	         6	   59.2241	   88.2858	   90.2722	   21.6364	   747.304	   471.686	      0.02	   3.02849	   163.306	        10	         5	         5	    2.0189	        10	         5	         5	    2.0189
