-110.67	3601893728512.79
-106.89	3709836499266.19
-103.11	3817778778971.10
-99.33	3925721058676.00
-95.56	4033663829429.40
-91.78	4141606109134.30
-88.00	4249548879887.70
-84.22	4357491159592.60
-80.44	4465433439297.51
-76.67	4573376210050.90
-72.89	4681318489755.81
-69.11	4789261260509.21
-65.33	4897203540214.11
-61.56	5005144346773.54
-57.78	5113086626478.44
-54.00	5221028906183.34
-50.22	5328971185888.25
-46.44	5436918376078.08
-42.67	5544860655782.99
-38.89	5652802935487.89
-35.11	5760745215192.80
-31.33	5868687494897.70
-27.56	5976629774602.60
-23.78	6084572054307.51
-20.00	6192514334012.41
-16.00	7342716860825.19
-12.00	8492919387637.98
-8.00	9643121914450.76
-4.00	10793324441263.50
0.00	11943526968076.30
4.00	11828287707767.20
8.00	11713048447458.10
12.00	11597814097633.90
16.00	11482574837324.80
20.00	11367335577015.70
24.00	11252096316706.60
28.00	11136861966882.50
32.00	11021622706573.40
36.00	10906383446264.30
40.00	10791149096440.10
44.00	10675909836131.00
48.00	10560670575821.90
52.00	10445436225997.70
56.00	10330196965688.60
60.00	10214957705379.50
64.00	10099723355555.30
68.00	9984484095246.22
72.00	9869244834937.12
76.00	9754010485112.94
80.00	9638771224803.84
84.00	9523531964494.74
88.00	9408297614670.56
92.00	9293058354361.46
96.00	9177819094052.36
100.00	9062584744228.18
104.00	8947345483919.08
108.00	8832106223609.98
112.00	8716871873785.81
116.00	8601632613476.70
120.00	8486393353167.60
124.00	8371159003343.43
128.00	8255919743034.32
132.00	8140680482725.22
136.00	8025446132901.05
140.00	7910206872591.94
144.00	7794967612282.84
148.00	7679733262458.67
152.00	7564494002149.56
156.00	7449254741840.46
160.00	7334015481531.36
164.00	7218781131707.18
168.00	7103541871398.08
172.00	6988302611088.98
176.00	6873068261264.81
180.00	6757829000955.70
184.00	6642589740646.60
188.00	6527355390822.43
192.00	6412116130513.33
196.00	6296876870204.22
200.00	6181642520380.05
237.00	5111161716386.35
298.53	4911088918447.28
360.07	4711014647362.73
421.60	4510940867326.68
483.13	4310867087290.62
544.67	4110793798303.06
606.20	3910720018267.00
667.73	3710646238230.95
729.27	3510572458194.89
790.80	3310498678158.84
852.33	3110425389171.28
913.87	2910351609135.22
975.40	2710277829099.16
1036.93	2510204049063.11
1098.47	2310130269027.06
1160.00	2110056980039.49
1205.00	1863093470466.81
1280.00	1733855890771.17
1339.26	1687123787800.76
1398.52	1640391684830.35
1457.78	1593659090811.44
1517.04	1546926987841.03
1576.30	1500194884870.61
1635.56	1453462781900.20
1694.82	1406730678929.78
1754.07	1359998575959.37
1813.33	1313265981940.46
1872.59	1266533878970.05
1931.85	1219801775999.64
1991.11	1173069673029.22
2050.37	1126337570058.81
2109.63	1079605467088.40
2168.89	1032872873069.49
2228.15	986140770099.08
2287.41	939408667128.66
2346.67	892676564158.25
2405.93	845944461187.83
2465.19	799212358217.42
2524.44	752479764198.51
2583.70	705747661228.10
2642.96	659015558257.69
2702.22	612283455287.27
2761.48	565551352316.86
2820.74	518819249346.45
2880.00	472086851746.94
2950.00	372473491054.02
2973.00	283716181336.84
3051.00	178770279535.49
3104.00	160031427103.55
3157.00	141292574671.60
3210.00	122553722239.65
3480.00	114532396003.60
3550.00	110181608146.99
3600.00	106302325053.23
3785.62	102310002596.42
3971.23	98317680139.61
4156.85	94325406787.64
4342.46	90333084330.83
4528.08	86340761874.01
4713.69	82348439417.20
4899.31	78356116960.39
5084.92	74363843608.42
5270.54	70371521151.61
5456.15	66379198694.79
5641.77	62386876237.98
5827.39	58394602886.01
6013.00	54402280429.20
6083.00	50051492572.58
6283.00	42686423184.36
6403.00	38501300357.79
6591.80	37534131246.21
6780.60	36566967045.12
6969.40	35599802844.03
7158.20	34632638642.94
7347.00	33665469531.36
7535.80	32698305330.27
7724.60	31731141129.18
7913.40	30763976928.09
8102.20	29796807816.51
8291.00	28829643615.42
8479.80	27862479414.33
8668.60	26895315213.23
8857.40	25928151012.14
9046.20	24960981900.57
9235.00	23993817699.47
9423.80	23026653498.38
9612.60	22059489297.29
9801.40	21092320185.71
9990.20	20125155984.62
10179.00	19157991783.53
10344.00	17612087649.70
10380.00	17134322018.55
10568.40	16831187962.93
10756.80	16528053907.30
10945.20	16224919851.68
11133.60	15921780885.57
11322.00	15618646829.94
11510.40	15315512774.32
11698.80	15012373808.21
11887.20	14709239752.59
12075.60	14406105696.96
12264.00	14102966730.85
12314.00	13602323150.42
12501.00	11747225422.56
12558.00	10155138177.98
12725.00	7778483114.38
12729.77	7778483114.38
12734.54	7778483114.38
12739.31	7778483114.38
12744.09	7778483114.38
12748.86	7778483114.38
12753.63	7778483114.38
12758.40	7778483114.38
12763.17	7778483114.38
12767.94	7778483114.38
12772.71	7778483114.38
12777.49	7778483114.38
12782.26	7778483114.38
12787.03	7778483114.38
12791.80	7778483114.38
12796.57	7778483114.38
12801.34	7778483114.38
12806.11	7778483114.38
12810.89	7778483114.38
12815.66	7778483114.38
12820.43	7778483114.38
12825.20	7778483114.38
12829.97	7778483114.38
12834.74	7778483114.38
12839.51	7778483114.38
12844.29	7778483114.38
12849.06	7778483114.38
12853.83	7778483114.38
12858.60	7778483114.38
12863.37	7778483114.38
12868.14	7778483114.38
12872.91	7778483114.38
12877.69	7778483114.38
12882.46	7778483114.38
12887.23	7778483114.38
12892.00	7778483114.38
12896.67	7778483114.38
12901.33	7778483114.38
12906.00	7778483114.38
12910.67	7778483114.38
12915.33	7778483114.38
12920.00	7778483114.38
12924.67	7778483114.38
12929.33	7778483114.38
12934.00	7778483114.38
12938.67	7778483114.38
12943.33	7778483114.38
12948.00	7778483114.38
12952.67	7778483114.38
12957.33	7778483114.38
12962.00	7778483114.38
