20   42   15.5   41.5   -39.5   109.5       
0.016108248   -0.011463052   649.69691   139632   1.7739348       
0.049197188   -0.024727295   1948.8728   297475   5.3217347       
0.080753717   -0.029163266   3247.9403   453921   8.8695003       
0.10942939   -0.027472393   4546.9574   610603   12.417227       
0.13508297   -0.021162136   5845.9451   767306   15.96494       
0.15780491   -0.011183112   7144.9143   923704   19.512656       
0.17765914   0.0019038022   8443.8605   1080214   23.060357       
0.19501197   0.017517839   9742.7868   1234566   26.608046       
0.21047244   0.035012995   11041.706   1388137   30.155747       
0.22431961   0.054065132   12340.613   1541839   33.703441       
0.23703971   0.074233024   13639.512   1695666   37.251135       
0.24896242   0.095217854   14938.416   1849604   40.798856       
0.26021833   0.11689834   16237.303   2003538   44.34654       
0.27104508   0.13908758   17536.198   2157563   47.894254       
0.28170795   0.16157292   18835.086   2311487   51.44195       
0.29237873   0.18422883   20133.984   2465387   54.989673       
0.30319158   0.20696782   21432.875   2619011   58.537372       
0.3142672   0.22968691   22731.772   2772645   62.085083       
0.32558122   0.2523869   24030.67   2926340   65.632796       
0.33706636   0.2751122   25329.571   3079824   69.180511       
0.3487778   0.29780907   26628.465   3233368   72.728203       
0.3606602   0.32051968   27927.373   3386863   76.275932       
0.37268355   0.34325886   29226.27   3540154   79.823628       
0.38478484   0.36607187   30525.179   3693555   83.371357       
0.39696472   0.38894992   31824.081   3846698   86.919063       
0.40923838   0.41187294   33122.987   3999970   90.466777       
0.42156416   0.43486876   34421.892   4153173   94.014488       
0.43400482   0.4578707   35720.799   4306400   97.562203       
0.44655311   0.48086288   37019.711   4459449   101.10993       
0.45920837   0.5038331   38318.615   4612526   104.65763       
0.47195698   0.52676699   39617.529   4765504   108.20537       
0.48472223   0.54969504   40916.437   4918401   111.75308       
0.49744984   0.57261393   42215.339   5071328   115.30079       
0.51005851   0.59551836   43514.244   5223832   118.8485       
0.52241349   0.61841927   44813.147   5376367   122.39623       
0.5342725   0.64138059   46112.038   5528546   125.94394       
0.54516395   0.66457987   47410.912   5680104   129.49164       
0.55477531   0.68789491   48709.768   5831218   133.03935       
0.56251229   0.71122658   50008.591   5983356   136.58706       
0.56751745   0.73430607   51307.361   6137101   140.13475       
0.56861142   0.75629609   52606.047   6291670   143.68243       
0.56355766   0.77484751   53904.546   6450838   147.23011       
0.017213362   -0.012446228   651.36645   142943   1.7739462       
0.050507134   -0.029724776   1952.3919   297018   5.3217766       
0.08124013   -0.038770782   3252.3577   450711   8.8695299       
0.10842483   -0.041645848   4551.894   605082   12.417254       
0.13215213   -0.039824001   5851.1937   760575   15.964952       
0.1525207   -0.034165603   7150.3525   916480   19.512641       
0.16972587   -0.025276772   8449.4185   1072540   23.06032       
0.18428634   -0.013822577   9748.4199   1227559   26.607983       
0.19676022   -0.00039212194   11047.385   1381684   30.155654       
