#This file was created using macro createLaserFile.C

#the next line specifies that we are using directions for the beams

!direction

-41.5  0  0  0.5   -0.866025  0  20  0.04  0
-41.5  0  0  0.866025   -0.5  -0  20  0.04  0
-41.5  0  0  1   0  -0  20  0.04  0
-41.5  0  0  0.866025   0.5  -0  20  0.04  0
-41.5  0  0  0.5   0.866025  -0  20  0.04  0
-29.3449  -29.3449  0  0.965926   -0.258819  -0  20  0.04  0
-29.3449  -29.3449  0  0.965926   0.258819  -0  20  0.04  0
-29.3449  -29.3449  0  0.707107   0.707107  -0  20  0.04  0
-29.3449  -29.3449  0  0.258819   0.965926  -0  20  0.04  0
-29.3449  -29.3449  0  -0.258819   0.965926  -0  20  0.04  0
-4.98733e-15  -41.5  0  0.866025   0.5  -0  20  0.04  0
-4.98733e-15  -41.5  0  0.5   0.866025  -0  20  0.04  0
-4.98733e-15  -41.5  0  1.20177e-16   1  -0  20  0.04  0
-4.98733e-15  -41.5  0  -0.5   0.866025  -0  20  0.04  0
-4.98733e-15  -41.5  0  -0.866025   0.5  -0  20  0.04  0
29.3449  -29.3449  0  0.258819   0.965926  -0  20  0.04  0
29.3449  -29.3449  0  -0.258819   0.965926  -0  20  0.04  0
29.3449  -29.3449  0  -0.707107   0.707107  -0  20  0.04  0
29.3449  -29.3449  0  -0.965926   0.258819  -0  20  0.04  0
29.3449  -29.3449  0  -0.965926   -0.258819  -0  20  0.04  0
41.5  -1.00111e-14  0  -0.5   0.866025  -0  20  0.04  0
41.5  -1.00111e-14  0  -0.866025   0.5  -0  20  0.04  0
41.5  -1.00111e-14  0  -1   2.41231e-16  -0  20  0.04  0
41.5  -1.00111e-14  0  -0.866025   -0.5  -0  20  0.04  0
41.5  -1.00111e-14  0  -0.5   -0.866025  -0  20  0.04  0
29.3449  29.3449  0  -0.965926   0.258819  -0  20  0.04  0
29.3449  29.3449  0  -0.965926   -0.258819  -0  20  0.04  0
29.3449  29.3449  0  -0.707107   -0.707107  -0  20  0.04  0
29.3449  29.3449  0  -0.258819   -0.965926  -0  20  0.04  0
29.3449  29.3449  0  0.258819   -0.965926  -0  20  0.04  0
1.50366e-14  41.5  0  -0.866025   -0.5  -0  20  0.04  0
1.50366e-14  41.5  0  -0.5   -0.866025  -0  20  0.04  0
1.50366e-14  41.5  0  -3.62327e-16   -1  -0  20  0.04  0
1.50366e-14  41.5  0  0.5   -0.866025  -0  20  0.04  0
1.50366e-14  41.5  0  0.866025   -0.5  -0  20  0.04  0
-29.3449  29.3449  0  -0.258819   -0.965926  -0  20  0.04  0
-29.3449  29.3449  0  0.258819   -0.965926  -0  20  0.04  0
-29.3449  29.3449  0  0.707107   -0.707107  -0  20  0.04  0
-29.3449  29.3449  0  0.965926   -0.258819  -0  20  0.04  0
-29.3449  29.3449  0  0.965926   0.258819  -0  20  0.04  0
